conversation_id,title,messages,user_messages,assistant_messages,start_time,end_time,duration_minutes
6a7e9f59-9c9c-83e9-963f-04df84b6c31b,AI DATA ANALYST,1567,637,930,2026-08-14 03:11:10.685808897,2026-08-19 12:19:11.516632080,7748.01384705305
6a7c0fcf-97d0-83ee-ab26-3d0b2ce88746,Personal Branding Strategy,640,275,365,2026-08-12 06:16:48.628999949,2026-08-13 12:52:02.881942987,1835.2375490506333
6a75c38c-2124-83e9-b71e-5898519a12c0,Scraper.py Generation Request,528,212,316,2026-08-07 11:37:47.391000032,2026-08-11 07:01:08.302997112,5483.348533284667
6a7303aa-d728-83e8-87d4-d89b62a7c71b,Government Schools Tamil Nadu,333,126,207,2026-08-05 09:35:43.469000101,2026-08-05 12:37:48.012299061,182.07572164933333
6a719902-8714-83ee-8278-f0d8d2196351,they,327,156,171,2026-08-04 07:47:20.526000023,2026-08-05 09:23:12.702630997,1535.8696105162335
6a756dbd-23a4-83e8-a035-33717bc5f771,KYS Scraper Update,320,139,181,2026-08-07 05:31:41.592000008,2026-08-07 09:33:10.963560104,241.4895260016
6a828f77-1e78-83e8-9059-90750a626f67,Product /market analysis,295,99,196,2026-08-17 04:35:01.770999908,2026-08-17 10:31:00.506016016,355.9789169351333
6a7d91cf-79fc-83ea-9f2c-84e65258521c,Morning Study Reminder,205,25,180,2026-08-13 09:43:46.227999926,2026-08-20 13:42:20.133923054,10318.5650987188
6a733074-d660-83ee-ad25-87714dcbe85f,Excel Infrastructure Summary,189,85,104,2026-08-05 12:46:16.088000059,2026-08-07 05:31:22.386861086,2445.1049810171166
6a7d968b-12ec-83ea-b66f-9685c41ceb82,Notion usage assistance,174,73,101,2026-08-13 10:03:53.644999981,2026-08-13 11:36:29.023999929,92.58964999913333
6a741019-e060-83e8-a8fd-9e70dc02efff,Tamil Nadu Infrastructure Data,161,60,101,2026-08-06 04:40:03.043999910,2026-08-06 10:56:31.717602968,376.4778933843
6a869228-cd08-83e8-b058-78461a78c488,Morning Greeting,151,73,78,2026-08-20 05:35:35.627000093,2026-08-20 11:36:27.577971935,360.8658495307
6a7b0ee8-2acc-83e9-8ada-2171a01cb1e8,New Task Assistance,126,61,65,2026-08-11 12:00:45.571000099,2026-08-12 06:16:37.678247929,1095.8684541305001
6a75a66e-abe4-83e8-860c-c139b215c2a6,KYS Scraper Continuation,112,50,62,2026-08-07 09:33:34.654999971,2026-08-07 12:43:27.639281034,189.88307135105
6a800557-bf94-83ee-952d-faa1bd8d7ba4,AI Video Workflow,110,47,63,2026-08-15 06:21:12.657488108,2026-08-15 08:00:43.715909958,99.51764036416667
6a7b2f99-9858-83ee-9be2-789c0f92b01b,LinkedIn Profile Review,108,45,63,2026-08-11 14:20:10.206000090,2026-08-11 15:34:14.183316946,74.06628861426665
6a82e4ef-0e1c-83ee-8781-3771db05455f,AI for Content Personalization,98,49,49,2026-08-17 10:39:41.815999985,2026-08-19 12:42:37.786000013,3002.9328333338
684ee81c-3bb4-8004-894c-7ac6fa07bfe9,Full Stack Roadmap,95,44,51,2025-06-15 15:35:36.759466887,2025-06-15 17:10:54.508363008,95.29581493535001
6a7172c1-77d8-83ee-866a-2ca572a325a9,Govt. Institutions Data Research,84,39,45,2026-08-04 05:05:18.963999987,2026-08-04 14:36:34.288814068,571.2554135680167
6a718192-a0d4-83e8-b7e6-a8a68c49cc66,Client Dashboard Continuation,84,40,44,2026-08-04 06:07:16.088999987,2026-08-04 07:46:36.548351049,99.34098918436666
6a71f919-5c9c-83ee-b6de-3c475f732c5a,Government Institutions Research,83,24,59,2026-08-04 14:37:14.305999994,2026-08-05 04:46:47.911000013,849.56008333365
6a70597f-91f0-83e8-93ea-aa5c3f5e4247,Power Query Overview,78,39,39,2026-08-03 09:04:03.069355965,2026-08-03 13:13:30.400206089,249.45551416873334
6a87ebfc-4144-83e8-8e04-ea7e88aa9ff4,Spotify Wrapped Clone Proposal,76,29,47,2026-08-21 06:11:07.476000071,2026-08-21 08:05:13.709489107,114.10389148393332
6a70224f-8540-83e8-b64c-2194133eceff,Digicherry Overview,76,38,38,2026-08-03 05:08:38.381999969,2026-08-03 09:02:04.688410044,233.43844016791667
6a83e4a4-8f40-83ee-b0ae-cacbda9d0bd2,Review Python Project Files,69,23,46,2026-08-18 04:50:42.928999901,2026-08-18 05:40:19.506627083,49.6096271197
6a7d6117-111c-83ee-b417-88c2986b7667,Graph format request,63,23,40,2026-08-13 06:15:51.423000097,2026-08-13 07:30:48.712500095,74.95482499996666
69dc7801-20e0-83e8-8bd9-a29beef51e21,Best tablet under ₹5000,52,26,26,2026-04-13 04:58:47.145999908,2026-04-13 05:43:52.095972061,45.082499535883336
68944e80-a1f4-8326-9c15-1f4725045c25,Student guidance plan,51,25,26,2025-08-07 07:03:41.802999973,2025-08-07 07:40:51.822690964,37.16699484985
69870497-a1c8-8322-9fc0-1e1d10e49672,Murder Mystery Challenge,50,25,25,2026-02-07 09:24:51.625000000,2026-02-07 10:45:28.284482002,80.6109913667
6a7c4b2b-0f70-83e8-b073-7626cb531293,GitHub Next Steps,49,14,35,2026-08-12 10:30:40.907000065,2026-08-12 10:50:09.835680962,19.482144681616667
6a7ac8c8-8f1c-83ee-803a-5169fd78be8c,Product Marketing Analysis,49,24,25,2026-08-11 07:01:37.063999891,2026-08-11 11:47:46.018158913,286.1492359837
69f9ecd0-e510-83e8-b564-3f7f5e11b345,Faceless Content Ideas,48,24,24,2026-05-05 13:13:29.756000042,2026-05-11 08:54:06.884901047,8380.61881501675
6a87d6c2-033c-83e9-a8b3-04e5240f34b8,Morning Greeting,47,23,24,2026-08-21 04:40:33.023000002,2026-08-21 06:21:23.637584925,100.84357641538332
6a26c426-c13c-8324-958f-d71ea247d05e,Teaching Basics for Weak Students,42,21,21,2026-06-08 13:33:18.374000072,2026-06-08 14:08:05.837374926,34.791056247566665
6a7d7562-6aa0-83e8-8280-989896426c88,Page Alignment Correction,42,7,35,2026-08-13 07:42:24.651999950,2026-08-13 08:15:32.006612062,33.122576868533336
6974c0e7-9dc0-8324-a217-5779dbd4d24a,Branch · Data Analytics Project Ideas,42,21,21,2026-01-24 12:48:10.164499044,2026-01-25 06:25:37.955972910,1057.4631912311
68493691-33d8-8004-b826-e978f53599b2,React Frontend Backend Database,40,20,20,2025-06-11 07:56:00.887000084,2025-06-11 09:20:40.554555893,84.66112593015
6944577e-17b4-8320-9dd2-1ada874e1b21,Global demand visualization,39,19,20,2025-12-18 19:35:28.021044970,2025-12-19 14:11:57.981504917,1116.4993409991168
6a361347-99ac-83ee-a917-6c999b10ba90,LinkedIn Profile Review,34,17,17,2026-06-20 04:12:39.408999920,2026-07-06 13:25:52.447930098,23593.217315502967
6931a47b-a30c-8321-937e-70a157b54bb6,Modify code for input,34,16,18,2025-12-04 15:11:11.546000004,2025-12-04 16:26:53.806235075,75.70433725118333
69444b1c-65c8-8323-8456-91f586a8982a,Task three guide,34,17,17,2025-12-18 18:42:43.176898956,2025-12-18 19:29:17.695023060,46.5753020684
69aee8be-4310-8324-b710-2a352c5c1db4,What is an OS,34,17,17,2026-03-09 15:35:30.720999956,2026-03-09 15:41:14.811382055,5.73483970165
69b16696-74a4-8321-b7ea-4c9787952a2a,Resume Improvement Tips,34,17,17,2026-03-11 12:57:45.631999969,2026-03-11 13:51:39.628153086,53.899935885283334
692d8b87-474c-8326-a0ca-5f479cd50d8a,Colab notebook access help,33,16,17,2025-12-01 12:35:20.667000055,2025-12-01 13:25:41.935005903,50.354466764133335
691b0f5a-fa04-8320-af2f-472835e63dc6,Professional description write,32,16,16,2025-11-17 12:05:19.897129059,2025-11-17 13:05:23.505639076,60.06014183361666
692e7fd4-d38c-8323-8945-93d87812eb72,Accuracy improvement guide,32,15,17,2025-12-02 05:57:42.020320892,2025-12-02 09:13:00.636025906,195.3102617502333
68a9e2a9-b19c-8328-8256-444a4d24f0af,Fake news detection model,32,16,16,2025-08-23 15:47:53.206000090,2025-08-23 16:59:58.164295912,72.08263826369999
6994131e-01dc-8320-8782-904a117dc679,Small Business Ideas,31,15,16,2026-02-17 07:05:11.944000006,2026-02-17 07:28:46.942014933,23.583300248783335
69382131-d750-8320-bc57-115d88d2d28d,Code explanation and logic,30,14,16,2025-12-09 13:18:41.384417057,2025-12-09 16:25:48.868254900,187.12473063071667
69a5d0e4-7c10-8324-afa9-ed17bccb995d,ModuleNotFoundError Fix,30,15,15,2026-03-02 18:03:17.423000097,2026-03-03 01:58:52.207617044,475.57974361578334
69ca811d-03b4-83e8-a63e-87c49e4542a8,Instruction clarification request,30,15,15,2026-03-30 13:57:29.874000072,2026-03-30 14:20:08.349251986,22.641254198566667
6a015e84-5f6c-83e9-8c42-51c8c54dd5a8,Commerce with Business Maths Degrees,30,15,15,2026-05-11 04:44:49.849999905,2026-05-11 05:15:37.893999100,30.800733319916667
69e309da-f7cc-83e8-bd9f-928e64524f14,Stenographer Role and Exams,27,13,14,2026-04-17 16:09:09.281512976,2026-04-18 04:50:26.707125902,761.2904268821001
69f041a0-c874-83e8-bf31-1d7dd7bcb59a,SSC CGL Prep Guide,27,13,14,2026-04-28 05:12:07.749000072,2026-05-15 05:15:35.379946947,24483.46051578125
6a8825dc-80f8-83e8-96f0-1c198279f413,Get export data,26,11,15,2026-08-21 10:18:30.153000116,2026-08-21 10:33:11.459106922,14.688435113433334
69b81c44-6800-8323-b2a9-f3c864b538d3,Google Scholar IEEE Scopus,26,13,13,2026-03-16 15:06:47.374000072,2026-03-16 17:16:32.742381096,129.75613968373332
6931b7e6-8604-8323-a793-3dae880879b7,Code update steps,26,13,13,2025-12-04 16:33:49.450000048,2025-12-04 17:07:48.742988110,33.9882164677
69b2c497-30a0-8321-be80-82b0aa94b1cd,Anonymous Page Ideas,25,14,11,2026-03-12 13:51:11.381999969,2026-03-12 14:26:12.866462946,35.024741049616665
6a859039-b044-83ee-ae5f-77040bbc31ca,Frangipani Perfume Recommendations,24,6,18,2026-08-19 11:15:05.344000101,2026-08-19 11:21:39.888072014,6.575734531883333
69f5668c-3248-83e8-b50c-81dd3d48c7f5,Skin Glow Routine,24,12,12,2026-05-02 02:51:16.556999922,2026-05-02 03:04:41.298106909,13.412351783116666
6a6ec93e-6ba8-83ee-9634-7a8ba432aac3,Greedy Solution for Rocks,24,11,13,2026-08-02 04:37:00.971999884,2026-08-02 05:17:15.398127079,40.24043545325
69cf2534-6e9c-83e8-b71c-cf1433242240,Co-author Details Formatting,24,12,12,2026-04-03 02:26:00.887000084,2026-04-03 03:11:51.518807888,45.8438634634
69f569e3-29ec-83e8-8c4a-fbcf0f352d26,Personalized Daily Plan,23,13,10,2026-05-02 03:05:26.914000034,2026-05-02 05:21:35.049999952,136.13559999863335
68f71fde-79a8-8324-abf3-24ab6aa5b0f9,Suggest final year project,23,10,13,2025-10-21 05:54:19.092000008,2025-10-21 07:21:25.829596043,87.11229326725
684ebf5d-2e44-8004-9ac5-fca96fbb28b1,FlashTalk Nerves Solution,23,11,12,2025-06-15 12:41:14.737999916,2025-06-15 13:12:11.059891939,30.93869820038333
6a0c7c10-ddc4-83ec-b96b-e56ad6682f0f,TCS NQT Test Prep,22,11,11,2026-05-19 15:05:02.105685949,2026-05-20 03:28:19.506573915,743.2900147994334
